rpm,V_mph,J,Pe,Ct,Cp,Pwr_Hp,Torque_inlb,Thrust_lbf,Pwr_W,Torque_Nm,Thrust_N,Thr_Pwr_gW,Mach,Reyn,FOM
1000.0,0.0,0.0,0.0,0.1488,0.1479,0.0,0.013,0.011,0.149,0.001,0.051,34.613,0.03,6539.0,0.3096
1000.0,0.39,0.0589,0.0587,0.1484,0.1487,0.0,0.013,0.011,0.15,0.001,0.05,34.336,0.03,6550.0,0.3067
1000.0,0.78,0.1178,0.1164,0.148,0.1498,0.0,0.013,0.011,0.151,0.001,0.05,34.004,0.03,6564.0,0.3033
1000.0,1.17,0.1766,0.1725,0.1477,0.1513,0.0,0.013,0.011,0.153,0.001,0.05,33.609,0.03,6581.0,0.2995
1000.0,1.56,0.2355,0.2268,0.1476,0.1532,0.0,0.013,0.011,0.155,0.001,0.05,33.146,0.03,6600.0,0.2953
1000.0,1.95,0.2944,0.279,0.1476,0.1557,0.0,0.013,0.011,0.157,0.001,0.05,32.614,0.03,6623.0,0.2905
1000.0,2.34,0.3533,0.3286,0.1476,0.1586,0.0,0.014,0.011,0.16,0.002,0.05,32.012,0.03,6648.0,0.2851
1000.0,2.73,0.4121,0.3754,0.1476,0.1621,0.0,0.014,0.011,0.163,0.002,0.05,31.344,0.03,6677.0,0.2792
1000.0,3.12,0.471,0.4191,0.1477,0.166,0.0,0.014,0.011,0.167,0.002,0.05,30.615,0.03,6709.0,0.2728
1000.0,3.51,0.5299,0.4594,0.1477,0.1703,0.0,0.015,0.011,0.172,0.002,0.05,29.835,0.03,6744.0,0.2658
1000.0,3.9,0.5888,0.4964,0.1475,0.1749,0.0,0.015,0.011,0.176,0.002,0.05,29.013,0.03,6783.0,0.2583
1000.0,4.29,0.6476,0.53,0.147,0.1797,0.0,0.015,0.011,0.181,0.002,0.05,28.16,0.03,6826.0,0.2504
1000.0,4.68,0.7065,0.5603,0.1462,0.1844,0.0,0.016,0.011,0.186,0.002,0.05,27.29,0.03,6871.0,0.242
1000.0,5.07,0.7654,0.5875,0.1449,0.1888,0.0,0.016,0.011,0.19,0.002,0.049,26.412,0.03,6921.0,0.2331
1000.0,5.46,0.8243,0.6117,0.1429,0.1926,0.0,0.016,0.011,0.194,0.002,0.049,25.539,0.03,6973.0,0.2239
1000.0,5.85,0.8831,0.6334,0.1401,0.1953,0.0,0.017,0.011,0.197,0.002,0.048,24.679,0.03,7029.0,0.2142
1000.0,6.24,0.942,0.6527,0.1362,0.1966,0.0,0.017,0.01,0.198,0.002,0.046,23.842,0.03,7088.0,0.204
1000.0,6.63,1.0009,0.67,0.1311,0.1958,0.0,0.017,0.01,0.197,0.002,0.045,23.034,0.03,7151.0,0.1933
1000.0,7.03,1.0598,0.6853,0.1246,0.1927,0.0,0.016,0.01,0.194,0.002,0.042,22.251,0.03,7217.0,0.1821
1000.0,7.42,1.1186,0.6982,0.1169,0.1873,0.0,0.016,0.009,0.189,0.002,0.04,21.477,0.03,7286.0,0.1702
1000.0,7.81,1.1775,0.7077,0.1081,0.1798,0.0,0.015,0.008,0.181,0.002,0.037,20.683,0.03,7358.0,0.1576
1000.0,8.2,1.2364,0.7126,0.0983,0.1706,0.0,0.015,0.008,0.172,0.002,0.033,19.832,0.03,7432.0,0.1442
