rpm,V_mph,J,Pe,Ct,Cp,Pwr_Hp,Torque_inlb,Thrust_lbf,Pwr_W,Torque_Nm,Thrust_N,Thr_Pwr_gW,Mach,Reyn,FOM
1000.0,0.0,0.0,0.0,0.0804,0.0307,0.008,0.498,0.41,5.895,0.056,1.824,31.542,0.08,47584.0,0.5925
1000.0,0.37,0.0195,0.0498,0.0787,0.0308,0.008,0.5,0.401,5.917,0.057,1.786,30.771,0.08,47609.0,0.572
1000.0,0.74,0.039,0.0971,0.077,0.0309,0.008,0.502,0.392,5.933,0.057,1.746,29.999,0.08,47636.0,0.5514
1000.0,1.11,0.0585,0.1419,0.0751,0.0309,0.008,0.502,0.383,5.943,0.057,1.703,29.229,0.08,47665.0,0.5307
1000.0,1.48,0.0779,0.1842,0.0732,0.031,0.008,0.503,0.373,5.945,0.057,1.659,28.46,0.08,47695.0,0.51
1000.0,1.85,0.0974,0.224,0.0711,0.0309,0.008,0.502,0.363,5.94,0.057,1.613,27.693,0.08,47727.0,0.4893
1000.0,2.21,0.1169,0.2614,0.069,0.0309,0.008,0.501,0.352,5.925,0.057,1.565,26.927,0.08,47761.0,0.4685
1000.0,2.58,0.1364,0.2963,0.0668,0.0307,0.008,0.499,0.34,5.902,0.056,1.514,26.162,0.08,47797.0,0.4478
1000.0,2.95,0.1559,0.3287,0.0645,0.0306,0.008,0.496,0.329,5.869,0.056,1.462,25.398,0.08,47835.0,0.4272
1000.0,3.32,0.1754,0.3587,0.0621,0.0303,0.008,0.492,0.316,5.827,0.056,1.407,24.632,0.08,47874.0,0.4065
1000.0,3.69,0.1949,0.3861,0.0596,0.0301,0.008,0.488,0.304,5.773,0.055,1.351,23.865,0.08,47916.0,0.3859
1000.0,4.06,0.2144,0.411,0.057,0.0297,0.008,0.483,0.291,5.709,0.055,1.293,23.095,0.08,47959.0,0.3653
1000.0,4.43,0.2338,0.4334,0.0544,0.0293,0.008,0.476,0.277,5.633,0.054,1.233,22.32,0.08,48005.0,0.3448
1000.0,4.8,0.2533,0.453,0.0516,0.0289,0.007,0.469,0.263,5.545,0.053,1.171,21.537,0.08,48053.0,0.3242
1000.0,5.17,0.2728,0.4699,0.0488,0.0284,0.007,0.46,0.249,5.445,0.052,1.108,20.744,0.08,48103.0,0.3037
1000.0,5.54,0.2923,0.4839,0.046,0.0278,0.007,0.451,0.234,5.331,0.051,1.042,19.939,0.08,48155.0,0.2832
